,Unnamed: 0,avalanche_obs,comment,documents,group_activity,id,location,location_coords,location_coords_type,location_desc,location_elevation,location_province,num_fatal,num_injured,num_involved,ob_date,snowpack_comment,snowpack_obs,weather_comment,weather_obs,alt_coord
22,22,"[{'observation_date': '2016-05-23 00:00', 'size': '2', 'type': 'L', 'trigger': 'S', 'aspect': 'ne', 'elevation': 2500, 'slab_width': None, 'slab_thickness': None}]","A solo scrambler triggered a loose wet avalanche while plunge-stepping on descent of Mt Lawson at an unknown time on May 23, 2016. The subject was reported as overdue on the morning of May 24. Rescue crews flew to the scene and observed the subject's tracks entering a size 2.0 avalanche in close proximity to the normal route on the NE face of Mt Lawson. From the air search no clues were visible. An aerial RECCO search was performed with no significant hits.

Rescuers assessed the scene further and decided to deploy explosives in the start zones above the incident site before exposing rescuers on the ground. Ten bags of explosives were placed in the overhead start zones resulting in several size 2.0 loose wet avalanches, some of which over ran existing avalanche debris in the gully. Public Safety Specialists and Conservation Officers from Kananaskis Country, along with the Banff National Park Dog Handler and avalanche search dog were flown to a safe zone on a buttress adjacent to the avalanche path. As rescue crews began the search, the deceased subject's right knee was just barely visible above the snow surface.

The subject had initiated the slide at approximately 2500m ASL and was carried just under 500m vertical before he was critically buried in a gully feature. Burial depth was an average of 50cm. Subject was buried head down and on his back with his ice axe still attached to his wrist by a leash. Extensive trauma was evident to head and legs. It is unknown if subject was wearing a helmet at the time of the avalanche, but one was not found with him.","[{'title': 'Side-view scene photo of Mt Lawson fatal avalanche', 'source': 'Jeremy Mackenzie - Kananaskis Country Public Safety', 'url': '/public/legacy_doc/6890aa76-b996-4cb2-aee7-5a59c63d4c94/Avalanche%20Fatality%20-%20Mt%20Lawson%20-%20Side%20view%20-%20May%2024,%202016.jpg', 'date': ['2016-05-24']}, {'title': 'Scene photo of Mt Lawson fatal avalanche indicent', 'source': 'Jeremy Mackenzie - Kananaskis Country Public Safety', 'url': '/public/legacy_doc/2416dc3e-66d3-49e2-8234-7d19a6eda8e2/Avalanche%20Fatality%20-%20Mt%20Lawson%20-%20May%2024,%2020161.jpg', 'date': ['2016-05-24']}]",Mountaineering,8295e9da-8b59-47ff-a473-cae0fd8d3883,Mt Lawson,"[50.7761001586914, 115.184600830078]",Lat/Long Decimal Degrees,,2500.0,AB,1,,1.0,2016-05-23,"A 3 day storm had deposited up to 40cm of snow in the Alpine. The incident occurred on the third day of the storm as it tapered off. Numerous Na oose wet avalanches up to size 2.5 were observed on the day of the recovery (one day after the incident occurred). The rescue team used 10 bags (12.5kg) of ANFO in the start zones above the accident site to protect the site for rescuers. This Xh work produced several size 2.0 loose wet avalanches, some of which over ran the site were the subject was recovered.","{'hs': None, 'hn24': None, 'hst': 40, 'hst_reset': ''}",The recovery did not occur until the day after the avalanche. Rescue crews were not aware of the accident on the day that it occurred. Weather on the day of the event was mostly cloudy with intermittent showers and/or flurries.,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[-115.1908333, 50.7663889]"
23,23,"[{'observation_date': '2016-04-20 10:30', 'size': '1', 'type': 'L', 'trigger': 'S', 'aspect': 'ne', 'elevation': 1600, 'slab_width': None, 'slab_thickness': None}]","While skiing on steep rib feature, an athlete on a film shoot triggered a small loose dry avalanche. Skied or possibly swept over small cliff off planned line of descent. Landed in flat spot/hollow and buried by small avalanche that came over cliff from behind. Possibly a very thin soft slab may have been involved as well as loose snow avalanche.",[],Backcountry Skiing,c080e409-0151-404e-bfd6-b1db7c63a660,Haines Pass-Mineral Mtn,"[-136.659805297852, 59.548698425293]",,NW of Haines Pass,1600.0,BC,1,,1.0,2016-04-20,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Clear and calm at time of accident. ,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
24,24,"[{'observation_date': '2016-03-20 00:00', 'size': '3', 'type': 'S', 'trigger': 'S', 'aspect': 'n', 'elevation': 2350, 'slab_width': 120, 'slab_thickness': 70}]","Subject snowshoeing solo, had done the Tent Ridge hike before, walked from Mt. Shark parking lot along a cut road and then traversed from lower treeline to mid traditional run-out or mid track (single snowshoe tracks were seen from helicopter) and likely toe triggered the 160106 Fc which propagated up into the start zone.  Subject was found on the skier's right approx 200 meters from the terminus of the debris, surface clues found near the probe strike.  Subject probe strike was 1.3 meters deep at head and 2 meters at feet after PC Dog received strong scent cone indications.  Excavation time approx 20 minutes.","[{'title': 'Overview of the avalanche.', 'source': 'K-Country Forecasting Team', 'url': '/public/legacy_doc/574ede0b-d554-4db8-81b6-20b0ead126bc/imagejpeg_2.jpg', 'date': ['2016-03-22']}]",Snowshoeing & Hiking,5afb006a-1f7a-40da-82a5-868aa6baeb59,Tent Ridge,"[-115.38330078125, 50.8422012329102]",Lat/Long Decimal Degrees,North facing slide path.,2350.0,AB,1,0.0,1.0,2016-03-20,Tent Ridge area has worst snowpack characteristics of the entire forecast region.,"{'hs': None, 'hn24': 3.0, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -2, 'temp_max': None, 'temp_min': None, 'temp_trend': 'Rising', 'wind_speed': 'M', 'wind_dir': 'sw', 'sky': 'OVC', 'precip': 'S2'}","[None, None]"
25,25,"[{'observation_date': '2016-03-14 00:00', 'size': 'U', 'type': 'S', 'trigger': 'M', 'aspect': 'nw', 'elevation': 1910, 'slab_width': 60, 'slab_thickness': 80}]",Solo snowmobiler.,"[{'title': 'site photo', 'source': 'MOTI', 'url': '/public/legacy_doc/e16fe409-08d7-42f7-a5f5-17d101a682d7/Colege%20Creek%20March%2015%202016%20Crown%202.jpg', 'date': ['2016-03-15']}, {'title': 'rcmp press release', 'source': 'rcmp', 'url': '/public/legacy_doc/2db8c130-b419-4567-8f71-69044153821a/2016%2003%2014%20Castlegar%20RCMP%20Release.docx', 'date': ['2016-03-15']}]",Snowmobiling,a5ea1871-d2fb-44e1-8300-d022e6a9c26d,College Creek,"[49.2521018981934, -117.782997131348]",Lat/Long Decimal Degrees,,1910.0,BC,1,,1.0,2016-03-14,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[-117.7263537, 49.2778845]"
26,26,"[{'observation_date': '2016-03-14 15:00', 'size': '3', 'type': 'S', 'trigger': 'M', 'aspect': 'sw', 'elevation': 1940, 'slab_width': 300, 'slab_thickness': 120}]","2 km south of access to ""Holy Grail"" area. Group had only cell phones and no other communications or signalling devices. Requested assistance from nearby ski touring operation who initiated Clearwater SAR response. Avalanche technician stated evidence suggests avalanche triggered while highmarking.","[{'title': 'rcmp press release', 'source': '', 'url': '/public/legacy_doc/364c25cb-b992-442b-a250-96716f5857a9/2016%2003%2014%20Blue%20River%20RCMP%20Release1.docx', 'date': ['2016-03-15']}]",Snowmobiling,60347304-201c-497d-a5ec-05c73129bf63,North Blue River,"[52.255199432373, -119.458999633789]",Lat/Long Decimal Degrees,,1940.0,BC,2,,2.0,2016-03-14,Feb. 27 crust/facet was failure layer.,"{'hs': None, 'hn24': 30.0, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'Rising', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[-119.426389, 52.083056]"
27,27,"[{'observation_date': '2016-03-13 00:00', 'size': '2', 'type': 'S', 'trigger': 'M', 'aspect': 'w', 'elevation': 1830, 'slab_width': 60, 'slab_thickness': 60}]",,"[{'title': 'site photo', 'source': 'GADSAR', 'url': '/public/legacy_doc/398e71f8-e563-4286-b003-8e5af71d739b/IMG_0179(1).JPG', 'date': ['2016-03-13']}, {'title': 'rcmp press release', 'source': 'rcmp', 'url': '/public/legacy_doc/6fd74a00-7f13-4f9d-8921-ca30fefe69c6/RCMP%20Release%20Celista%20Fatality.docx', 'date': ['2016-03-14']}]",Snowmobiling,70c2366b-fb59-462a-9a7b-e26661bd62f6,Crowfoot Snowmobile Area,"[51.0546989440918, -119.237197875977]",Lat/Long Decimal Degrees,,1830.0,BC,1,,1.0,2016-03-13,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
28,28,"[{'observation_date': '2016-03-06 00:00', 'size': 'U', 'type': 'S', 'trigger': 'M', 'aspect': 'e', 'elevation': 1980, 'slab_width': 50, 'slab_thickness': 70}]",Size 2.5 avalanche. Details of accident unknown as victim was riding alone.,"[{'title': 'rcmp press release', 'source': 'rcmp', 'url': '/public/legacy_doc/a10648c0-601a-488e-928d-32e8407c3bdb/RCMP%20Press%20Report.pdf', 'date': ['2016-03-08']}]",Snowmobiling,f9bae623-2e13-47fd-a445-6153d2e0e1fb,Morton Lake,"[50.7751007080078, -118.83910369873]",Lat/Long Decimal Degrees,Approx. 13km SE of Sicamous,1980.0,BC,1,,1.0,2016-03-06,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[-118.843056, 50.774167]"
29,29,"[{'observation_date': '2016-02-21 11:00', 'size': '3', 'type': 'S', 'trigger': 'S', 'aspect': 'n', 'elevation': 2100, 'slab_width': 75, 'slab_thickness': 50}]","Feb 21st, 2016 at approximately 11:00 hours, a group of 13 backcountry skiers were involved in a size 3 avalanche on S22 (Hogzilla), a north-facing drainage off the eastern flank of Avalanche Peak. Ten skiers, including the guide and assistant guide, were caught. One skier was kicked out after a successful airbag deployment. Four managed to self-rescue. Five were buried, then uncovered by the group within 10 minutes. External support arrived from a nearby heliskiing operation and Golden SAR. Five victims had their injuries attended to at the Golden Hospital. Two further victims had serious injuries. One of these, requiring extensive CPR, was flown to Kamloops, BC. The other was flown by STARS to Foothills Calgary, but succumbed to internal injuries three days later.","[{'title': 'Overview of avalanche path', 'source': 'Golden SAR', 'url': '/public/legacy_doc/f5853a46-ae52-4915-9e23-7a5365066f7b/GADSAR%20photo2.jpg', 'date': ['2016-02-21']}, {'title': 'Avalanche start zone', 'source': 'Golden SAR', 'url': '/public/legacy_doc/50ed7733-c47a-4668-874a-8e190c6e87c4/GADSAR%20photo1.jpg', 'date': ['2016-02-21']}]",Backcountry Skiing,dc4c173f-cdf2-4d02-ba56-968c54606108,"Esplanades, Cupola SE2","[51.5634994506836, -117.535697937012]",Lat/Long Decimal Degrees,Esplanade range approx. 50 km NW of Golden,2100.0,BC,1,6.0,7.0,2016-02-21,Suspect failure on Feb 10 layer,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Mild temperatures in the alpine,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
30,30,"[{'observation_date': '2016-02-20 11:30', 'size': '3', 'type': 'S', 'trigger': 'M', 'aspect': 'sw', 'elevation': 2500, 'slab_width': 100, 'slab_thickness': 60}]","A group of 4 snowmobilers were riding in a major avalanche path at the east end of Quartz Creek Road, opposite Dauntless Mountain. One rider triggered an avalanche while climbing the slope. Two riders were caught in the slide and carried approximately 500 m. One person was saved by visual clue (finger tips exposed) and sustained injuries requiring hospitalization. The deceased was fully buried.","[{'title': 'Avalanche Path', 'source': 'Golden SAR', 'url': '/public/legacy_doc/fafaaa34-44f3-45aa-bbaf-55858897b29d/Dauntless-Quartz%20160220a.JPG', 'date': ['2016-02-20']}, {'title': 'Avalanche Path showing Runout Zone', 'source': 'Golden SAR', 'url': '/public/legacy_doc/264ed78c-6262-4169-815c-81c8638860c1/Dauntless-Quartz%20160220c.JPG', 'date': ['2016-02-20']}, {'title': 'Avalanche Path showing Start Zone', 'source': 'Golden SAR', 'url': '/public/legacy_doc/bf9b27ab-7f30-4c5c-ac09-dd1692cfbc35/Dauntless-Quartz%20160220b.JPG', 'date': ['2016-02-20']}]",Snowmobiling,eb71512b-e8a2-48fd-9601-863c05d07481,"Quartz Ck, Dauntless Mountain","[51.3773994445801, -117.278396606445]",Lat/Long Decimal Degrees,Near Golden,2500.0,BC,1,1.0,2.0,2016-02-20,Suspected Failure Layer: February 10 crust; no visible step-down,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
31,31,"[{'observation_date': '2016-01-29', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 2050, 'slab_width': 550, 'slab_thickness': 65}]","Several groups of snowmobilers were impacted by a very large avalanche, burying up to 15 people. Five fatalities ensued. ","[{'title': 'Outlined overview of incident site', 'source': 'AvCan', 'url': '/public/legacy_doc/f1e911ae-4351-4f39-ab2e-896c7cef7aac/renshaw%20overview%20outlined.jpg', 'date': ['2016-01-30']}]",Snowmobiling,db6c25fe-0e2d-4c08-a916-f4d1d49114ed,Renshaw Spirit Lake,"[53.5248107910156, -120.012809753418]",Lat/Long Decimal Degrees,20 km east of McBride,2050.0,BC,5,,15.0,2016-01-29,,"{'hs': 175, 'hn24': None, 'hst': None, 'hst_reset': ''}","A warm, windy storm occurred the previous 24 hours with significant precipitation followed by clearing and cooling on the day of the incident.","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'Unknown'}","[None, None]"
32,32,"[{'observation_date': '2016-01-25 11:07', 'size': '2', 'type': 'S', 'trigger': 'M', 'aspect': 'n', 'elevation': 1720, 'slab_width': 200, 'slab_thickness': 100}]","Party of six was riding in a difficult-to-access part of the Torpy area that had seen little or no recent sled traffic. Victim was climbing a slope when he triggered the avalanche. Victim was carried approximately 150 m downslope and buried 90-100 cm below the surface. A rescue response was conducted by the other group members, but the victim succumbed to injuries sustained during the avalanche.","[{'title': 'Profile done on Flank', 'source': 'PG SAR', 'url': '/public/legacy_doc/c837b2fe-5c79-4631-9de3-0bed8cd0597b/2016-01-24-sandi_zone-profile.png', 'date': ['2016-01-23']}, {'title': 'Crown line', 'source': 'PG SAR', 'url': '/public/legacy_doc/e78de7f3-b472-4b1a-9f61-a7cc3e594fe2/torpy%20crown%20line.jpg', 'date': ['2016-01-23']}, {'title': 'Crown line', 'source': 'PG SAR', 'url': '/public/legacy_doc/47a4b816-549f-4a63-af26-ac85cee5443b/topry%20Jan%2016%20with%20crown%20line.jpg', 'date': ['2016-01-23']}]",Snowmobiling,f85c5b0f-c383-44d9-9790-eb36262f6153,"Sinclair Mills, Torpy","[54.0655403137207, -121.327102661133]",Lat/Long Decimal Degrees,Sandi riding area within Torpy,1720.0,BC,1,0.0,1.0,2016-01-23,Fracture profile done on the flank suggests failure layer was a layer of large (4mm) facets resting below a 1F slab. ,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
33,33,"[{'observation_date': '2015-03-21 00:00', 'size': 'U', 'type': 'S', 'trigger': 'M', 'aspect': 'n', 'elevation': 1900, 'slab_width': 740, 'slab_thickness': 95}]","Slab thickness 70 - 120 cm. Funneled into gully, terrain trap.","[{'title': 'Overview Photo', 'source': 'Jasper National Park - Deryl Kelly', 'url': '/public/legacy_doc/94a92c45-1bc7-49ad-a41c-8e438b0f2bc7/CIMG5517%20public.jpg', 'date': ['2015-03-24']}]",Snowmobiling,12b2631a-5b7f-4f0e-a2d8-c6f89bfb494d,Back Door area Dore Creek,"[53.1858291625977, -120.492897033691]",Lat/Long Decimal Degrees,,1900.0,BC,2,0.0,2.0,2015-03-21,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': 'U', 'wind_speed': 'U', 'wind_dir': 'U', 'sky': 'U', 'precip': 'NIL'}","[None, None]"
